Student_ID,Age,Country,Avg_Daily_Usage_Hours,Sleep_Hours_Per_Night,Conflicts_Over_Social_Media,Academic_Level_Graduate,Academic_Level_High_School,Academic_Level_Undergraduate,Most_Used_Platform_Facebook,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_Complicated,Relationship_Status_In_Relationship,Relationship_Status_Single,Gender_Female,Gender_Male,Mental_Health_Score,Addicted_Score,Affects_Academic_Performance
203,20,Bangladesh,4.3,7.6,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
204,22,India,4.6,8.4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,5,False
205,19,Nepal,6.2,4.6,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,7,True
206,21,Pakistan,4.0,7.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,5,False
207,20,Sri Lanka,4.4,8.5,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,5,False
208,22,Maldives,4.7,4.5,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,7,True
209,19,Bangladesh,4.2,7.8,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
210,21,India,4.5,8.6,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,5,False
211,20,Nepal,6.3,4.4,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,7,True
212,22,Pakistan,3.9,7.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,2,False
213,19,Sri Lanka,4.3,8.7,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,5,False
214,21,Maldives,4.6,4.3,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,7,True
215,20,Bangladesh,4.1,8.0,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,5,False
216,22,India,4.4,8.8,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,5,False
217,19,Nepal,6.4,4.2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,7,True
218,21,Pakistan,3.8,8.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8,2,False
219,20,Sri Lanka,4.2,8.9,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,5,False
220,22,Maldives,4.5,4.1,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,3,7,True
221,19,USA,6.5,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
222,21,UK,5.8,6.5,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
223,20,Australia,4.5,7.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,6,False
224,22,Germany,4.2,7.8,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,5,False
225,19,Japan,3.8,7.9,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,7,2,False
226,21,Italy,5.5,6.8,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
227,20,South Korea,5.2,6.5,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
228,22,Russia,4.8,7.2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,7,6,False
229,19,USA,7.0,5.8,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
230,21,UK,5.5,6.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
231,20,Australia,4.7,7.4,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
232,22,Germany,4.0,7.9,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,5,False
233,19,Japan,3.5,8.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
234,21,Italy,5.7,6.5,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
235,20,South Korea,5.0,6.8,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
236,22,Russia,4.5,7.4,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7,6,False
237,19,USA,6.8,5.9,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
238,21,UK,5.6,6.6,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
239,20,Australia,4.6,7.3,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,6,False
240,22,Germany,4.1,7.7,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,5,False
241,19,Japan,3.7,7.8,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,7,2,False
242,21,Italy,5.4,6.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
243,20,South Korea,5.1,6.6,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
244,22,Russia,4.7,7.3,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,7,6,False
245,19,USA,6.9,5.7,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,7,True
246,21,UK,5.7,6.4,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
247,20,Australia,4.8,7.2,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
248,22,Germany,3.9,7.8,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,2,False
249,19,Japan,3.6,8.1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
250,21,Italy,5.6,6.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
251,20,South Korea,4.9,6.9,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
252,22,Russia,4.6,7.5,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7,6,False
253,19,USA,6.7,5.8,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
254,21,UK,5.4,6.5,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
255,20,Australia,4.4,7.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,6,False
256,22,Germany,4.0,7.6,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,5,False
257,19,Japan,3.4,8.2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
258,21,Italy,5.3,6.8,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
259,20,South Korea,5.0,6.7,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
260,22,Russia,4.4,7.6,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,7,5,False
261,19,USA,6.6,5.6,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,7,True
262,21,UK,5.3,6.3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
263,20,Australia,4.3,7.5,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
264,22,Germany,3.8,7.7,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,2,False
265,19,Japan,3.3,8.3,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
266,21,Italy,5.2,6.9,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
267,20,South Korea,4.8,7.0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
268,22,Russia,4.3,7.7,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7,5,False
269,19,USA,6.4,5.7,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
270,21,UK,5.2,6.4,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
271,20,Australia,4.5,7.3,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,6,False
272,22,Germany,3.7,7.8,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,2,False
273,19,Japan,3.2,8.4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
274,21,Italy,5.4,6.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
275,20,South Korea,4.7,7.1,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
276,22,Russia,4.2,7.8,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,7,5,False
277,19,USA,6.6,5.5,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,7,True
278,21,UK,5.1,6.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
279,20,Australia,4.4,7.4,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
280,22,Germany,3.6,7.9,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,2,False
281,19,Japan,3.1,8.5,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
282,21,Italy,5.3,6.8,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
283,20,South Korea,4.6,7.2,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
284,22,Russia,4.1,7.9,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7,5,False
285,19,USA,6.7,5.4,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
286,21,UK,5.0,6.6,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
287,20,Australia,4.3,7.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,6,False
288,22,Germany,3.5,8.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
289,19,Japan,3.0,8.6,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
290,21,Italy,5.2,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
291,20,South Korea,4.5,7.3,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
292,22,Russia,4.0,8.0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,9,5,False
293,19,USA,6.8,5.3,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,7,True
294,21,UK,4.9,6.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
295,20,Australia,4.2,7.6,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
296,22,Germany,3.4,8.1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
297,19,Japan,2.9,8.7,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
298,21,Italy,5.1,7.0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
299,20,South Korea,4.4,7.4,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
300,22,Russia,3.9,8.1,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,9,2,False
301,19,USA,6.9,5.2,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
302,21,UK,4.8,6.8,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
303,20,Australia,4.1,7.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,5,False
304,22,Germany,3.3,8.2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
305,19,Japan,2.8,8.8,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
306,21,Italy,5.0,7.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
307,20,South Korea,4.3,7.5,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
308,22,Russia,3.8,8.2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,9,2,False
309,19,USA,7.0,5.1,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
310,21,UK,4.7,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
311,20,Australia,4.0,7.8,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
312,22,Germany,3.2,8.3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
313,19,Japan,2.7,8.9,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
314,21,Italy,4.9,7.2,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,6,6,False
315,20,South Korea,4.2,7.6,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
316,22,Russia,3.7,8.3,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,9,2,False
317,19,USA,7.1,5.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,10,True
318,21,UK,4.6,7.0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
319,20,Australia,3.9,7.9,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,2,False
320,22,Germany,3.1,8.4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
321,19,Spain,5.2,6.8,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
322,21,Denmark,4.1,7.8,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,5,False
323,20,Ireland,5.0,7.0,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
324,22,India,5.8,6.5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,6,7,False
325,19,Switzerland,4.0,7.9,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,5,False
326,21,Turkey,5.5,6.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
327,20,USA,6.8,5.5,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,7,True
328,22,Mexico,5.6,6.6,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
329,19,France,4.5,7.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
330,21,Canada,5.3,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
331,20,Spain,5.1,6.7,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
332,22,Denmark,3.9,7.9,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,2,False
333,19,Ireland,4.8,7.1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
334,21,India,5.9,6.4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,6,7,False
335,20,Switzerland,3.8,8.0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
336,22,Turkey,5.4,6.8,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
337,19,USA,6.9,5.4,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,7,True
338,21,Mexico,5.7,6.5,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
339,20,France,4.4,7.6,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
340,22,Canada,5.2,7.0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
341,19,Spain,5.0,6.9,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
342,21,Denmark,3.8,8.0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
343,20,Ireland,4.7,7.2,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
344,22,India,6.0,6.3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,6,7,False
345,19,Switzerland,3.7,8.1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
346,21,Turkey,5.3,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
347,20,USA,7.0,5.3,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
348,22,Mexico,5.8,6.4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
349,19,France,4.3,7.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
350,21,Canada,5.1,7.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
351,20,Spain,4.9,7.0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
352,22,Denmark,3.7,8.1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
353,19,Ireland,4.6,7.3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
354,21,India,6.1,6.2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,5,7,False
355,20,Switzerland,3.6,8.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
356,22,Turkey,5.2,7.0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
357,19,USA,7.1,5.2,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
358,21,Mexico,5.9,6.3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
359,20,France,4.2,7.8,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
360,22,Canada,5.0,7.2,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
361,19,Spain,4.8,7.1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
362,21,Denmark,3.6,8.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
363,20,Ireland,4.5,7.4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
364,22,India,6.2,6.1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,5,7,False
365,19,Switzerland,3.5,8.3,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
366,21,Turkey,5.1,7.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
367,20,USA,7.2,5.1,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
368,22,Mexico,6.0,6.2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
369,19,France,4.1,7.9,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
370,21,Canada,4.9,7.3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
371,20,Spain,4.7,7.2,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
372,22,Denmark,3.5,8.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
373,19,Ireland,4.4,7.5,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
374,21,India,6.3,6.0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,5,7,False
375,20,Switzerland,3.4,8.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
376,22,Turkey,5.0,7.2,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
377,19,USA,7.3,5.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
378,21,Mexico,6.1,6.1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,5,6,False
379,20,France,4.0,8.0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,5,False
380,22,Canada,4.8,7.4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
381,19,Spain,4.6,7.3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
382,21,Denmark,3.4,8.4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
383,20,Ireland,4.3,7.6,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,5,False
384,22,India,6.4,5.9,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
385,19,Switzerland,3.3,8.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
386,21,Turkey,4.9,7.3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
387,20,USA,7.4,4.9,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
388,22,Mexico,6.2,6.0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,5,6,False
389,19,France,3.9,8.1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
390,21,Canada,4.7,7.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
391,20,Spain,4.5,7.4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
392,22,Denmark,3.3,8.5,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
393,19,Ireland,4.2,7.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
394,21,India,6.5,5.8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
395,20,Switzerland,3.2,8.6,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
396,22,Turkey,4.8,7.4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
397,19,USA,7.5,4.8,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
398,21,Mexico,6.3,5.9,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
399,20,France,3.8,8.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
400,22,Canada,4.6,7.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
401,19,Spain,4.4,7.5,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
402,21,Denmark,3.2,8.6,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
403,20,Ireland,4.1,7.8,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,5,False
404,22,India,6.6,5.7,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
405,19,Switzerland,3.1,8.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
406,21,Turkey,4.7,7.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
407,20,USA,7.6,4.7,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
408,22,Mexico,6.4,5.8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
409,19,France,3.7,8.3,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
410,21,Canada,4.5,7.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
411,20,Spain,4.3,7.6,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,5,False
412,22,Denmark,3.1,8.7,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
413,19,Ireland,4.0,7.9,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
414,21,India,6.7,5.6,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
